MATLAB index,fpga,bank_index,in_bank_index,x,y
607,2,0,128,-40.000000000000014,-121.2435565298214
608,2,0,129,-30.000000000000014,-121.2435565298214
609,2,0,130,-20.000000000000014,-121.2435565298214
610,2,0,131,-10.000000000000014,-121.2435565298214
611,2,0,12,-1.4210854715202004e-14,-121.2435565298214
612,2,0,13,9.999999999999986,-121.2435565298214
613,2,0,14,19.999999999999986,-121.2435565298214
614,2,0,15,29.999999999999986,-121.2435565298214
615,2,0,8,39.999999999999986,-121.2435565298214
616,2,0,9,49.999999999999986,-121.2435565298214
617,2,0,10,59.999999999999986,-121.2435565298214
618,2,0,11,69.99999999999999,-121.2435565298214
619,1,0,237,74.99999999999999,-112.58330249197701
620,1,0,229,79.99999999999999,-103.92304845413263
621,1,0,221,85.0,-95.26279441628824
622,1,0,213,90.0,-86.60254037844385
623,1,0,205,95.0,-77.94228634059947
624,1,0,197,100.0,-69.28203230275508
625,1,0,189,105.0,-60.6217782649107
626,1,0,181,110.0,-51.96152422706631
627,1,0,173,115.0,-43.301270189221924
628,1,0,165,120.0,-34.64101615137754
629,1,0,157,125.0,-25.980762113533157
630,1,0,149,130.0,-17.32050807568877
631,1,0,141,135.0,-8.660254037844386
632,1,0,124,150.0,0.0
633,1,0,125,145.0,8.660254037844386
634,1,0,126,140.0,17.32050807568877
635,1,0,127,135.0,25.980762113533157
636,1,0,120,130.0,34.64101615137754
637,1,0,121,125.0,43.301270189221924
638,1,0,122,120.0,51.96152422706631
639,1,0,123,115.0,60.6217782649107
640,1,0,4,110.0,69.28203230275508
641,1,0,5,105.0,77.94228634059947
642,1,0,6,100.0,86.60254037844385
643,1,0,7,95.0,95.26279441628824
644,1,0,0,90.00000000000001,103.92304845413263
645,1,0,1,85.00000000000001,112.58330249197701
646,1,0,2,80.00000000000001,121.2435565298214
647,1,0,3,75.00000000000001,129.90381056766577
648,0,0,236,65.00000000000001,129.90381056766577
649,0,0,228,55.000000000000014,129.90381056766577
650,0,0,220,45.000000000000014,129.90381056766577
651,0,0,212,35.000000000000014,129.90381056766577
652,0,0,204,25.000000000000014,129.90381056766577
653,0,0,196,15.000000000000014,129.90381056766577
654,0,0,188,5.000000000000014,129.90381056766577
655,0,0,180,-4.999999999999986,129.90381056766577
656,0,0,172,-14.999999999999986,129.90381056766577
657,0,0,164,-24.999999999999986,129.90381056766577
658,0,0,156,-34.999999999999986,129.90381056766577
659,0,0,148,-44.999999999999986,129.90381056766577
660,0,0,140,-54.999999999999986,129.90381056766577
661,0,0,132,-64.99999999999999,129.90381056766577
662,0,0,124,-74.99999999999999,129.90381056766577
663,0,0,125,-79.99999999999999,121.2435565298214
664,0,0,126,-84.99999999999999,112.58330249197701
665,0,0,127,-89.99999999999999,103.92304845413263
666,0,0,120,-95.0,95.26279441628824
667,0,0,121,-100.0,86.60254037844385
668,0,0,122,-105.0,77.94228634059947
669,0,0,123,-110.0,69.28203230275508
670,0,0,4,-115.0,60.6217782649107
671,0,0,5,-120.0,51.96152422706631
672,0,0,6,-125.0,43.301270189221924
673,0,0,7,-130.0,34.64101615137754
674,0,0,0,-135.0,25.980762113533157
675,0,0,1,-140.0,17.32050807568877
676,0,0,2,-145.0,8.660254037844386
677,0,0,3,-150.0,0.0
678,2,0,236,-145.0,-8.660254037844386
679,2,0,228,-140.0,-17.32050807568877
680,2,0,220,-135.0,-25.980762113533157
681,2,0,212,-130.0,-34.64101615137754
682,2,0,204,-125.0,-43.301270189221924
683,2,0,196,-120.0,-51.96152422706631
684,2,0,188,-115.0,-60.6217782649107
685,2,0,180,-110.0,-69.28203230275508
686,2,0,172,-105.0,-77.94228634059947
687,2,0,164,-100.0,-86.60254037844385
688,2,0,156,-95.0,-95.26279441628824
689,2,0,148,-90.00000000000001,-103.92304845413263
690,2,0,140,-85.00000000000001,-112.58330249197701
691,2,0,132,-80.00000000000001,-121.2435565298214
692,2,0,124,-75.00000000000001,-129.90381056766577
693,2,0,125,-65.00000000000001,-129.90381056766577
694,2,0,126,-55.000000000000014,-129.90381056766577
695,2,0,127,-45.000000000000014,-129.90381056766577
696,2,0,120,-35.000000000000014,-129.90381056766577
697,2,0,121,-25.000000000000014,-129.90381056766577
698,2,0,122,-15.000000000000014,-129.90381056766577
699,2,0,123,-5.000000000000014,-129.90381056766577
700,2,0,4,4.999999999999986,-129.90381056766577
701,2,0,5,14.999999999999986,-129.90381056766577
702,2,0,6,24.999999999999986,-129.90381056766577
703,2,0,7,34.999999999999986,-129.90381056766577
704,2,0,0,44.999999999999986,-129.90381056766577
705,2,0,1,54.999999999999986,-129.90381056766577
706,2,0,2,64.99999999999999,-129.90381056766577
707,2,0,3,74.99999999999999,-129.90381056766577
708,1,0,236,79.99999999999999,-121.2435565298214
709,1,0,228,84.99999999999999,-112.58330249197701
710,1,0,220,89.99999999999999,-103.92304845413263
711,1,0,212,95.0,-95.26279441628824
712,1,0,204,100.0,-86.60254037844385
713,1,0,196,105.0,-77.94228634059947
714,1,0,188,110.0,-69.28203230275508
715,1,0,180,115.0,-60.6217782649107
716,1,0,172,120.0,-51.96152422706631
717,1,0,164,125.0,-43.301270189221924
718,1,0,156,130.0,-34.64101615137754
719,1,0,148,135.0,-25.980762113533157
720,1,0,140,140.0,-17.32050807568877
721,1,0,132,145.0,-8.660254037844386
